query,predicted_mql
What is the growth contribution to overall profits for product name across 2 months,"{'DIMENSION': {'product name': [{'ENTITY': 'Product Name'}]}, 'DERIVED MEASURE': {'growth contribution': [{'ENTITY': 'contribution_to_growth', 'APPLIED MEASURE': [{'profits': 'Profit'}]}]}, 'DATE VARIABLE': {'across 2 months': [{'ENTITY': 'Order Date', 'CONVERTED TIME ELEMENT': 'last 2 months'}]}}"
What is the growth contribution to overall profits for product name except slovenia in 1st quarter of last year,"{'DIMENSION': {'product name': [{'ENTITY': 'Product Name'}]}, 'DERIVED MEASURE': {'growth contribution': [{'ENTITY': 'contribution_to_growth', 'APPLIED MEASURE': [{'profits': 'Profit'}]}]}, 'DATE VARIABLE': {'1st quarter of last year': [{'ENTITY': 'Order Date', 'CONVERTED TIME ELEMENT': 'quarter 1 last year'}]}}"
What is the growth contribution to overall profits for product name except slovenia across 2 months,"{'DIMENSION': {'product name': [{'ENTITY': 'Product Name'}]}, 'DERIVED MEASURE': {'growth contribution': [{'ENTITY': 'contribution_to_growth', 'APPLIED MEASURE': [{'profits': 'Profit'}]}]}, 'DATE VARIABLE': {'across 2 months': [{'ENTITY': 'Order Date', 'CONVERTED TIME ELEMENT': 'last 2 months'}]}}"
What is the growth contribution to overall discount for cities in march 2022,"{'DIMENSION': {'cities': [{'ENTITY': 'City'}]}, 'DERIVED MEASURE': {'growth contribution': [{'ENTITY': 'contribution_to_growth', 'APPLIED MEASURE': [{'discount': 'Discount'}]}]}, 'DATE VARIABLE': {'march 2022': [{'ENTITY': 'Order Date', 'CONVERTED TIME ELEMENT': 'March 2022'}]}}"
What is the growth contribution to overall discount for cities across 2 months,"{'DIMENSION': {'cities': [{'ENTITY': 'City'}]}, 'DERIVED MEASURE': {'growth contribution': [{'ENTITY': 'contribution_to_growth', 'APPLIED MEASURE': [{'discount': 'Discount'}]}]}, 'DATE VARIABLE': {'across 2 months': [{'ENTITY': 'Order Date', 'CONVERTED TIME ELEMENT': 'last 2 months'}]}}"
What is the growth contribution to overall discount for cities except guinea bissau in march 2022,"{'DIMENSION': {'cities': [{'ENTITY': 'City'}]}, 'DERIVED MEASURE': {'growth contribution': [{'ENTITY': 'contribution_to_growth', 'APPLIED MEASURE': [{'discount': 'Discount'}]}]}, 'DATE VARIABLE': {'march 2022': [{'ENTITY': 'Order Date', 'CONVERTED TIME ELEMENT': 'March 2022'}]}}"
What is the growth contribution to overall discount for cities except guinea bissau across 2 months,"{'DIMENSION': {'cities': [{'ENTITY': 'City'}]}, 'DERIVED MEASURE': {'growth contribution': [{'ENTITY': 'contribution_to_growth', 'APPLIED MEASURE': [{'discount': 'Discount'}]}]}, 'DATE VARIABLE': {'across 2 months': [{'ENTITY': 'Order Date', 'CONVERTED TIME ELEMENT': 'last 2 months'}]}}"
What is the growth contribution to overall profits for customer id in last 10 days,"{'DIMENSION': {'customer id': [{'ENTITY': 'Customer ID'}]}, 'DERIVED MEASURE': {'growth contribution': [{'ENTITY': 'contribution_to_growth', 'APPLIED MEASURE': [{'profits': 'Profit'}]}]}, 'DATE VARIABLE': {'last 10 days': [{'ENTITY': 'Order Date', 'CONVERTED TIME ELEMENT': 'last 10 days'}]}}"
What is the growth contribution to overall profits for customer id across 3 years,"{'DIMENSION': {'customer id': [{'ENTITY': 'Customer ID'}]}, 'DERIVED MEASURE': {'growth contribution': [{'ENTITY': 'contribution_to_growth', 'APPLIED MEASURE': [{'profits': 'Profit'}]}]}, 'DATE VARIABLE': {'across 3 years': [{'ENTITY': 'Order Date', 'CONVERTED TIME ELEMENT': 'last 3 years'}]}}"
What is the growth contribution to overall profits for customer id except ireland in last 10 days,"{'DIMENSION': {'customer id': [{'ENTITY': 'Customer ID'}]}, 'DERIVED MEASURE': {'growth contribution': [{'ENTITY': 'contribution_to_growth', 'APPLIED MEASURE': [{'profits': 'Profit'}]}]}, 'DATE VARIABLE': {'last 10 days': [{'ENTITY': 'Order Date', 'CONVERTED TIME ELEMENT': 'last 10 days'}]}}"
What is the growth contribution to overall profits for customer id except ireland across 3 years,"{'DIMENSION': {'customer id': [{'ENTITY': 'Customer ID'}]}, 'DERIVED MEASURE': {'growth contribution': [{'ENTITY': 'contribution_to_growth', 'APPLIED MEASURE': [{'profits': 'Profit'}]}]}, 'DATE VARIABLE': {'across 3 years': [{'ENTITY': 'Order Date', 'CONVERTED TIME ELEMENT': 'last 3 years'}]}}"
What is the growth contribution to overall discount percentage for sub category in previous quarter,"{'DIMENSION': {'sub category': [{'ENTITY': 'Sub-Category'}]}, 'DERIVED MEASURE': {'growth contribution': [{'ENTITY': 'contribution_to_growth', 'APPLIED MEASURE': [{'discount percentage': 'Discount percentage'}]}]}, 'DATE VARIABLE': {'previous quarter': [{'ENTITY': 'Order Date', 'CONVERTED TIME ELEMENT': 'last quarter'}]}}"
What is the growth contribution to overall discount percentage for sub category across 2 months,"{'DIMENSION': {'sub category': [{'ENTITY': 'Sub-Category'}]}, 'DERIVED MEASURE': {'growth contribution': [{'ENTITY': 'contribution_to_growth', 'APPLIED MEASURE': [{'discount percentage': 'Discount percentage'}]}]}, 'DATE VARIABLE': {'across 2 months': [{'ENTITY': 'Order Date', 'CONVERTED TIME ELEMENT': 'last 2 months'}]}}"
What is the growth contribution to overall discount percentage for sub category except india in previous quarter,"{'DIMENSION': {'sub category': [{'ENTITY': 'Sub-Category'}]}, 'DERIVED MEASURE': {'growth contribution': [{'ENTITY': 'contribution_to_growth', 'APPLIED MEASURE': [{'discount percentage': 'Discount percentage'}]}]}, 'DATE VARIABLE': {'previous quarter': [{'ENTITY': 'Order Date', 'CONVERTED TIME ELEMENT': 'last quarter'}]}}"
What is the growth contribution to overall discount percentage for sub category except india across 2 months,"{'DIMENSION': {'sub category': [{'ENTITY': 'Sub-Category'}]}, 'DERIVED MEASURE': {'growth contribution': [{'ENTITY': 'contribution_to_growth', 'APPLIED MEASURE': [{'discount percentage': 'Discount percentage'}]}]}, 'DATE VARIABLE': {'across 2 months': [{'ENTITY': 'Order Date', 'CONVERTED TIME ELEMENT': 'last 2 months'}]}}"
What is the growth contribution to overall sale for ship mode in 15d,"{'DIMENSION': {'ship mode': [{'ENTITY': 'Ship Mode'}]}, 'DERIVED MEASURE': {'growth contribution': [{'ENTITY': 'contribution_to_growth', 'APPLIED MEASURE': [{'sale': 'Sales'}]}]}, 'DATE VARIABLE': {'15d': [{'ENTITY': 'Order Date', 'CONVERTED TIME ELEMENT': 'last 15 days'}]}}"
What is the growth contribution to overall sale for ship mode across 3 months,"{'DIMENSION': {'ship mode': [{'ENTITY': 'Ship Mode'}]}, 'DERIVED MEASURE': {'growth contribution': [{'ENTITY': 'contribution_to_growth', 'APPLIED MEASURE': [{'sale': 'Sales'}]}]}, 'DATE VARIABLE': {'3 months': [{'ENTITY': 'Order Date', 'CONVERTED TIME ELEMENT': 'last 3 months'}]}}"
What is the growth contribution to overall sale for ship mode except democratic republic of the congo in 15d,"{'DIMENSION': {'ship mode': [{'ENTITY': 'Ship Mode'}]}, 'DERIVED MEASURE': {'growth contribution': [{'ENTITY': 'contribution_to_growth', 'APPLIED MEASURE': [{'sale': 'Sales'}], 'DERIVED MEASURE CONSTRAINT': [{'COMPARISON VALUE': '', 'COMPARISON OPERATOR': ''}]}]}, 'DATE VARIABLE': {'15d': [{'ENTITY': 'Order Date', 'CONVERTED TIME ELEMENT': 'last 15 days'}]}}"
What is the growth contribution to overall sale for ship mode except democratic republic of the congo across 3 months,"{'DIMENSION': {'ship mode': [{'ENTITY': 'Ship Mode'}]}, 'DERIVED MEASURE': {'growth contribution': [{'ENTITY': 'contribution_to_growth', 'APPLIED MEASURE': [{'sale': 'Sales'}], 'DERIVED MEASURE CONSTRAINT': [{'COMPARISON VALUE': '', 'COMPARISON OPERATOR': ''}]}]}, 'DATE VARIABLE': {'across 3 months': [{'ENTITY': 'Order Date', 'CONVERTED TIME ELEMENT': 'last 3 months'}]}}"
What is the growth contribution to overall discount percentage for countries in last 10 months,"{'DIMENSION': {'countries': [{'ENTITY': 'Country'}]}, 'DERIVED MEASURE': {'growth contribution': [{'ENTITY': 'contribution_to_growth', 'APPLIED MEASURE': [{'discount percentage': 'Discount percentage'}]}]}, 'DATE VARIABLE': {'last 10 months': [{'ENTITY': 'Order Date', 'CONVERTED TIME ELEMENT': 'last 10 months'}]}}"
What is the growth contribution to overall discount percentage for countries across 2.5 months,"{'DIMENSION': {'countries': [{'ENTITY': 'Country'}]}, 'DERIVED MEASURE': {'growth contribution': [{'ENTITY': 'contribution_to_growth', 'APPLIED MEASURE': [{'discount percentage': 'Discount percentage'}]}]}, 'DATE VARIABLE': {'2.5 months': [{'ENTITY': 'Order Date', 'CONVERTED TIME ELEMENT': 'last 75 days'}]}}"
What is the growth contribution to overall discount percentage for countries except germany in last 10 months,"{'DIMENSION': {'countries': [{'ENTITY': 'Country'}]}, 'DERIVED MEASURE': {'growth contribution': [{'ENTITY': 'contribution_to_growth', 'APPLIED MEASURE': [{'discount percentage': 'Discount percentage'}]}]}, 'DATE VARIABLE': {'last 10 months': [{'ENTITY': 'Order Date', 'CONVERTED TIME ELEMENT': 'last 10 months'}]}}"
What is the growth contribution to overall discount percentage for countries except germany across 2.5 months,"{'DIMENSION': {'countries': [{'ENTITY': 'Country'}]}, 'DERIVED MEASURE': {'growth contribution': [{'ENTITY': 'contribution_to_growth', 'APPLIED MEASURE': [{'discount percentage': 'Discount percentage'}]}]}, 'DATE VARIABLE': {'2.5 months': [{'ENTITY': 'Order Date', 'CONVERTED TIME ELEMENT': 'last 75 days'}]}}"
Which are the bottom product name contributing to profits,"{'DIMENSION': {'product name': [{'ENTITY': 'Product Name', 'RANK': [{'RANK ADJECTIVE': 'bottom', 'RANK VALUE': '1'}]}]}, 'DERIVED MEASURE': {'contributing': [{'ENTITY': 'ratio', 'APPLIED MEASURE': [{'profits': 'Profit'}], 'DERIVED MEASURE CONSTRAINT': [{'COMPARISON VALUE': '', 'COMPARISON OPERATOR': ''}]}]}}"
Which are the bottom cities contributing to discount,"{'DIMENSION': {'cities': [{'ENTITY': 'City', 'RANK': [{'RANK ADJECTIVE': 'bottom', 'RANK VALUE': '1'}]}]}, 'DERIVED MEASURE': {'contributing': [{'ENTITY': 'ratio', 'APPLIED MEASURE': [{'discount': 'Discount'}], 'DERIVED MEASURE CONSTRAINT': [{'COMPARISON VALUE': '', 'COMPARISON OPERATOR': ''}]}]}}"
Which are the top customer id contributing to profits,"{'MEASURE': {'profits': [{'ENTITY': 'Profit'}]}, 'DIMENSION': {'customer id': [{'ENTITY': 'Customer ID', 'RANK': [{'RANK ADJECTIVE': 'top', 'RANK VALUE': '1'}]}]}, 'DERIVED MEASURE': {'contributing': [{'ENTITY': 'ratio', 'APPLIED MEASURE': [{'profits': 'Profit'}]}]}}"
Which are the bottom sub category contributing to discount percentage,"{'DIMENSION': {'sub category': [{'ENTITY': 'Sub-Category', 'RANK': [{'RANK ADJECTIVE': 'bottom', 'RANK VALUE': '1'}]}]}, 'DERIVED MEASURE': {'contributing': [{'ENTITY': 'ratio', 'APPLIED MEASURE': [{'discount percentage': 'Discount percentage'}], 'DERIVED MEASURE CONSTRAINT': [{'COMPARISON VALUE': '', 'COMPARISON OPERATOR': ''}]}]}}"
Which are the top ship mode contributing to sale,"{'MEASURE': {'sale': [{'ENTITY': 'Sales'}]}, 'DIMENSION': {'ship mode': [{'ENTITY': 'Ship Mode', 'RANK': [{'RANK ADJECTIVE': 'top', 'RANK VALUE': '1'}]}]}, 'DERIVED MEASURE': {'contributing': [{'ENTITY': 'ratio', 'APPLIED MEASURE': [{'sale': 'Sales'}]}]}}"
Which are the top countries contributing to discount percentage,"{'DIMENSION': {'countries': [{'ENTITY': 'Country', 'RANK': [{'RANK ADJECTIVE': 'top', 'RANK VALUE': '1'}]}]}, 'DERIVED MEASURE': {'contributing': [{'ENTITY': 'ratio', 'APPLIED MEASURE': [{'discount percentage': 'Discount percentage'}], 'DERIVED MEASURE CONSTRAINT': [{'COMPARISON VALUE': '', 'COMPARISON OPERATOR': ''}]}]}}"
What is the contribution of el salvador for profits,"{'DERIVED MEASURE': {'contribution': [{'ENTITY': 'ratio', 'APPLIED MEASURE': [{'profits': 'Profit'}], 'DERIVED MEASURE CONSTRAINT': [{'COMPARISON VALUE': '', 'COMPARISON OPERATOR': ''}]}]}}"
What is the contribution of profits for product name,"{'DIMENSION': {'product name': [{'ENTITY': 'Product Name'}]}, 'DERIVED MEASURE': {'contribution': [{'ENTITY': 'ratio', 'APPLIED MEASURE': [{'n-gram matched to MEASURE': 'profits', 'Matched MEASURE': 'Profit'}]}]}}"
What is the contribution of el salvador to overall profits in 1st quarter of last year,"{'MEASURE': {'profits': [{'ENTITY': 'Profit'}]}, 'DERIVED MEASURE': {'contribution': [{'ENTITY': 'ratio', 'APPLIED MEASURE': [{'profits': 'Profit'}]}]}, 'DATE VARIABLE': {'1st quarter of last year': [{'ENTITY': 'Order Date', 'CONVERTED TIME ELEMENT': 'quarter 1 last year'}]}}"
What is the contribution of profits for product name in 1st quarter of last year,"{'MEASURE': {'profits': [{'ENTITY': 'Profit'}]}, 'DIMENSION': {'product name': [{'ENTITY': 'Product Name'}]}, 'DERIVED MEASURE': {'contribution': [{'ENTITY': 'ratio', 'APPLIED MEASURE': [{'profits': 'Profit'}]}]}, 'DATE VARIABLE': {'1st quarter of last year': [{'ENTITY': 'Order Date', 'CONVERTED TIME ELEMENT': 'quarter 1 last year'}]}}"
What is the contribution of el salvador to overall profits across 2 months,"{'MEASURE': {'profits': [{'ENTITY': 'Profit'}]}, 'DERIVED MEASURE': {'contribution': [{'ENTITY': 'ratio', 'APPLIED MEASURE': [{'profits': 'Profit'}]}]}, 'DATE VARIABLE': {'across 2 months': [{'ENTITY': 'Order Date', 'CONVERTED TIME ELEMENT': 'last 2 months'}]}}"
What is the contribution of profits for product name across 2 months,"{'MEASURE': {'profits': [{'ENTITY': 'Profit'}]}, 'DIMENSION': {'product name': [{'ENTITY': 'Product Name'}]}, 'DERIVED MEASURE': {'contribution': [{'ENTITY': 'ratio', 'APPLIED MEASURE': [{'profits': 'Profit'}]}]}, 'DATE VARIABLE': {'across 2 months': [{'ENTITY': 'Order Date', 'CONVERTED TIME ELEMENT': 'last 2 months'}]}}"
What is the contribution of discount for cities,"{'DIMENSION': {'cities': [{'ENTITY': 'City'}]}, 'DERIVED MEASURE': {'contribution': [{'ENTITY': 'ratio', 'APPLIED MEASURE': [{'discount': 'Discount'}]}]}}"
What is the contribution of discount for cities in march 2022,"{'DIMENSION': {'cities': [{'ENTITY': 'City'}]}, 'DERIVED MEASURE': {'contribution': [{'ENTITY': 'ratio', 'APPLIED MEASURE': [{'discount': 'Discount'}]}]}, 'DATE VARIABLE': {'march 2022': [{'ENTITY': 'Order Date', 'CONVERTED TIME ELEMENT': 'March 2022'}]}}"
What is the contribution of discount for cities across 2 months,"{'DIMENSION': {'cities': [{'ENTITY': 'City'}]}, 'DERIVED MEASURE': {'contribution': [{'ENTITY': 'ratio', 'APPLIED MEASURE': [{'discount': 'Discount'}]}]}, 'DATE VARIABLE': {'2 months': [{'ENTITY': 'Order Date', 'CONVERTED TIME ELEMENT': 'last 2 months'}]}}"
What is the contribution of profits for customer id,"{'DIMENSION': {'customer id': [{'ENTITY': 'Customer ID'}]}, 'DERIVED MEASURE': {'contribution': [{'ENTITY': 'ratio', 'APPLIED MEASURE': [{'profits': 'Profit'}]}]}}"
What is the contribution of profits for customer id in last 10 days,"{'MEASURE': {'profits': [{'ENTITY': 'Profit'}]}, 'DIMENSION': {'customer id': [{'ENTITY': 'Customer ID'}]}, 'DERIVED MEASURE': {'contribution': [{'ENTITY': 'ratio', 'APPLIED MEASURE': [{'profits': 'Profit'}]}]}, 'DATE VARIABLE': {'last 10 days': [{'ENTITY': 'Order Date', 'CONVERTED TIME ELEMENT': 'last 10 days'}]}}"
What is the contribution of profits for customer id across 3 years,"{'DIMENSION': {'customer id': [{'ENTITY': 'Customer ID'}]}, 'DERIVED MEASURE': {'contribution': [{'ENTITY': 'ratio', 'APPLIED MEASURE': [{'profits': 'Profit'}]}]}, 'DATE VARIABLE': {'3 years': [{'ENTITY': 'Order Date', 'CONVERTED TIME ELEMENT': 'last 3 years'}]}}"
What is the contribution of guinea for discount percentage,"{'DERIVED MEASURE': {'contribution': [{'ENTITY': 'ratio', 'APPLIED MEASURE': [{'discount percentage': 'Discount percentage'}], 'DERIVED MEASURE CONSTRAINT': [{'COMPARISON VALUE': '', 'COMPARISON OPERATOR': ''}]}]}}"
What is the contribution of discount percentage for sub category,"{'DIMENSION': {'sub category': [{'ENTITY': 'Sub-Category'}]}, 'DERIVED MEASURE': {'contribution': [{'ENTITY': 'ratio', 'APPLIED MEASURE': [{'discount percentage': 'Discount percentage'}]}]}}"
What is the contribution of guinea to overall discount percentage in previous quarter,"{'DERIVED MEASURE': {'contribution': [{'ENTITY': 'ratio', 'APPLIED MEASURE': [{'discount percentage': 'Discount percentage'}]}]}, 'DATE VARIABLE': {'previous quarter': [{'ENTITY': 'Order Date', 'CONVERTED TIME ELEMENT': 'last quarter'}]}}"
What is the contribution of discount percentage for sub category in previous quarter,"{'DIMENSION': {'sub category': [{'ENTITY': 'Sub-Category'}]}, 'DERIVED MEASURE': {'contribution': [{'ENTITY': 'ratio', 'APPLIED MEASURE': [{'discount percentage': 'Discount percentage'}]}]}, 'DATE VARIABLE': {'previous quarter': [{'ENTITY': 'Order Date', 'CONVERTED TIME ELEMENT': 'last quarter'}]}}"
What is the contribution of guinea to overall discount percentage across 2 months,"{'DERIVED MEASURE': {'contribution': [{'ENTITY': 'ratio', 'APPLIED MEASURE': [{'discount percentage': 'Discount percentage'}]}]}, 'DATE VARIABLE': {'across 2 months': [{'ENTITY': 'Order Date', 'CONVERTED TIME ELEMENT': 'last 2 months'}]}}"
What is the contribution of discount percentage for sub category across 2 months,"{'DIMENSION': {'sub category': [{'ENTITY': 'Sub-Category'}]}, 'DERIVED MEASURE': {'contribution': [{'ENTITY': 'ratio', 'APPLIED MEASURE': [{'discount percentage': 'Discount percentage'}]}]}, 'DATE VARIABLE': {'2 months': [{'ENTITY': 'Order Date', 'CONVERTED TIME ELEMENT': 'last 2 months'}]}}"
What is the contribution of kenya for sale,"{'DERIVED MEASURE': {'contribution': [{'ENTITY': 'ratio', 'APPLIED MEASURE': [{'sale': 'Sales'}], 'DERIVED MEASURE CONSTRAINT': [{'COMPARISON VALUE': '', 'COMPARISON OPERATOR': ''}]}]}}"
What is the contribution of sale for ship mode,"{'MEASURE': {'sale': [{'ENTITY': 'Sales'}]}, 'DIMENSION': {'ship mode': [{'ENTITY': 'Ship Mode'}]}, 'DERIVED MEASURE': {'contribution': [{'ENTITY': 'ratio', 'APPLIED MEASURE': [{'sale': 'Sales'}]}]}}"
What is the contribution of kenya to overall sale in 15d,"{'DERIVED MEASURE': {'contribution': [{'ENTITY': 'ratio', 'APPLIED MEASURE': [{'sale': 'Sales'}]}]}, 'DATE VARIABLE': {'15d': [{'ENTITY': 'Order Date', 'CONVERTED TIME ELEMENT': 'last 15 days'}]}}"
What is the contribution of sale for ship mode in 15d,"{'MEASURE': {'sale': [{'ENTITY': 'Sales'}]}, 'DIMENSION': {'ship mode': [{'ENTITY': 'Ship Mode'}]}, 'DERIVED MEASURE': {'contribution': [{'ENTITY': 'ratio', 'APPLIED MEASURE': [{'sale': 'Sales'}]}]}, 'DATE VARIABLE': {'15d': [{'ENTITY': 'Order Date', 'CONVERTED TIME ELEMENT': 'last 15 days'}]}}"
What is the contribution of kenya to overall sale across 3 months,"{'DERIVED MEASURE': {'contribution': [{'ENTITY': 'ratio', 'APPLIED MEASURE': [{'sale': 'Sales'}]}]}, 'DATE VARIABLE': {'3 months': [{'ENTITY': 'Order Date', 'CONVERTED TIME ELEMENT': 'last 3 months'}]}}"
What is the contribution of sale for ship mode across 3 months,"{'MEASURE': {'sale': [{'ENTITY': 'Sales'}]}, 'DIMENSION': {'ship mode': [{'ENTITY': 'Ship Mode'}]}, 'DERIVED MEASURE': {'contribution': [{'ENTITY': 'ratio', 'APPLIED MEASURE': [{'sale': 'Sales'}]}]}, 'DATE VARIABLE': {'3 months': [{'ENTITY': 'Order Date', 'CONVERTED TIME ELEMENT': 'last 3 months'}]}}"
What is the contribution of haiti for discount percentage,"{'DERIVED MEASURE': {'contribution': [{'ENTITY': 'ratio', 'APPLIED MEASURE': [{'discount percentage': 'Discount percentage'}], 'DERIVED MEASURE CONSTRAINT': [{'COMPARISON VALUE': '', 'COMPARISON OPERATOR': ''}]}]}}"
What is the contribution of discount percentage for countries,"{'DIMENSION': {'countries': [{'ENTITY': 'Country'}]}, 'DERIVED MEASURE': {'contribution': [{'ENTITY': 'ratio', 'APPLIED MEASURE': [{'discount percentage': 'Discount percentage'}]}]}}"
What is the contribution of haiti to overall discount percentage in last 10 months,"{'DERIVED MEASURE': {'contribution': [{'ENTITY': 'contribution_to_growth', 'APPLIED MEASURE': {'discount percentage': 'Discount percentage'}, 'DERIVED MEASURE CONSTRAINT': [{'COMPARISON VALUE': '', 'COMPARISON OPERATOR': ''}]}]}, 'DATE VARIABLE': {'last 10 months': [{'ENTITY': 'Order Date', 'CONVERTED TIME ELEMENT': 'last 10 months'}]}}"
What is the contribution of discount percentage for countries in last 10 months,"{'DIMENSION': {'countries': [{'ENTITY': 'Country'}]}, 'DERIVED MEASURE': {'contribution': [{'ENTITY': 'ratio', 'APPLIED MEASURE': [{'discount percentage': 'Discount percentage'}]}]}, 'DATE VARIABLE': {'last 10 months': [{'ENTITY': 'Order Date', 'CONVERTED TIME ELEMENT': 'last 10 months'}]}}"
What is the contribution of haiti to overall discount percentage across 2.5 months,"{'DERIVED MEASURE': {'contribution': [{'ENTITY': 'contribution_to_growth', 'APPLIED MEASURE': {'discount percentage': 'Discount percentage'}, 'DERIVED MEASURE CONSTRAINT': [{'COMPARISON VALUE': '', 'COMPARISON OPERATOR': ''}]}]}, 'DATE VARIABLE': {'across 2.5 months': [{'ENTITY': 'Order Date', 'CONVERTED TIME ELEMENT': 'last 75 days'}]}}"
What is the contribution of discount percentage for countries across 2.5 months,"{'DIMENSION': {'countries': [{'ENTITY': 'Country'}]}, 'DERIVED MEASURE': {'contribution': [{'ENTITY': 'ratio', 'APPLIED MEASURE': [{'discount percentage': 'Discount percentage'}]}]}, 'DATE VARIABLE': {'2.5 months': [{'ENTITY': 'Order Date', 'CONVERTED TIME ELEMENT': 'last 75 days'}]}}"
How many product name contributing to growth of profits in 1st quarter of last year,"{'MEASURE': {'profits': [{'ENTITY': 'Profit'}]}, 'DIMENSION': {'product name': [{'ENTITY': 'Product Name'}]}, 'DERIVED MEASURE': {'contributing to growth': [{'ENTITY': 'contribution_to_growth', 'APPLIED MEASURE': [{'profits': 'Profit'}]}]}, 'DATE VARIABLE': {'1st quarter of last year': [{'ENTITY': 'Order Date', 'CONVERTED TIME ELEMENT': 'quarter 1 last year'}]}}"
How many cities contributing to growth of discount in march 2022,"{'DIMENSION': {'cities': [{'ENTITY': 'City'}]}, 'DERIVED MEASURE': {'contributing to growth': [{'ENTITY': 'contribution_to_growth', 'APPLIED MEASURE': [{'discount': 'Discount'}]}]}, 'DATE VARIABLE': {'march 2022': [{'ENTITY': 'Order Date', 'CONVERTED TIME ELEMENT': 'March 2022'}]}}"
How many customer id contributing to growth of profits in last 10 days,"{'MEASURE': {'profits': [{'ENTITY': 'Profit'}]}, 'DIMENSION': {'customer id': [{'ENTITY': 'Customer ID'}]}, 'DERIVED MEASURE': {'contributing to growth': [{'ENTITY': 'contribution_to_growth', 'APPLIED MEASURE': [{'profits': 'Profit'}]}]}, 'DATE VARIABLE': {'last 10 days': [{'ENTITY': 'Order Date', 'CONVERTED TIME ELEMENT': 'last 10 days'}]}}"
How many sub category contributing to growth of discount percentage in previous quarter,"{'DIMENSION': {'sub category': [{'ENTITY': 'Sub-Category'}]}, 'DERIVED MEASURE': {'contributing to growth': [{'ENTITY': 'contribution_to_growth', 'APPLIED MEASURE': [{'discount percentage': 'Discount percentage'}]}]}, 'DATE VARIABLE': {'previous quarter': [{'ENTITY': 'Order Date', 'CONVERTED TIME ELEMENT': 'last quarter'}]}}"
How many ship mode contributing to growth of sale in 15d,"{'MEASURE': {'sale': [{'ENTITY': 'Sales'}]}, 'DIMENSION': {'ship mode': [{'ENTITY': 'Ship Mode'}]}, 'DERIVED MEASURE': {'contributing to growth': [{'ENTITY': 'contribution_to_growth', 'APPLIED MEASURE': [{'sale': 'Sales'}]}]}, 'DATE VARIABLE': {'15d': [{'ENTITY': 'Order Date', 'CONVERTED TIME ELEMENT': 'last 15 days'}]}}"
How many countries contributing to growth of discount percentage in last 10 months,"{'DIMENSION': {'countries': [{'ENTITY': 'Country'}]}, 'DERIVED MEASURE': {'contributing to growth': [{'ENTITY': 'contribution_to_growth', 'APPLIED MEASURE': [{'discount percentage': 'Discount percentage'}]}]}, 'DATE VARIABLE': {'last 10 months': [{'ENTITY': 'Order Date', 'CONVERTED TIME ELEMENT': 'last 10 months'}]}}"
When was share of profits of product name highest,"{'MEASURE': {'profits': [{'ENTITY': 'Profit'}]}, 'DIMENSION': {'product name': [{'ENTITY': 'Product Name', 'RANK': [{'RANK ADJECTIVE': 'highest', 'RANK VALUE': '1'}], 'ADJECTIVE': ['highest'], 'TONE': 'positive'}]}, 'DERIVED MEASURE': {'share': [{'ENTITY': 'ratio', 'APPLIED MEASURE': [{'profits': 'Profit'}]}]}, 'DATE VARIABLE': {'when': [{'ENTITY': 'Order Date'}]}}"
When was share of product name to overall profits highest in 1st quarter of last year,"{'MEASURE': {'profits': [{'ENTITY': 'Profit'}]}, 'DIMENSION': {'product name': [{'ENTITY': 'Product Name', 'RANK': [{'RANK ADJECTIVE': 'highest', 'RANK VALUE': '1'}]}]}, 'DERIVED MEASURE': {'share': [{'ENTITY': 'ratio', 'APPLIED MEASURE': [{'profits': 'Profit'}]}]}, 'DATE VARIABLE': {'When': [{'ENTITY': 'Order Date', 'CONVERTED TIME ELEMENT': 'quarter 1 last year'}]}}"
When was share of product name to overall profits highest across 2 months,"{'MEASURE': {'profits': [{'ENTITY': 'Profit'}]}, 'DIMENSION': {'product name': [{'ENTITY': 'Product Name', 'RANK': [{'RANK ADJECTIVE': 'highest', 'RANK VALUE': '1'}], 'ADJECTIVE': ['highest'], 'TONE': 'positive'}]}, 'DERIVED MEASURE': {'share': [{'ENTITY': 'ratio', 'APPLIED MEASURE': [{'profits': 'Profit'}]}]}, 'DATE VARIABLE': {'When': [{'ENTITY': 'Order Date', 'CONVERTED TIME ELEMENT': 'across 2 months'}]}}"
When was share of profits of el salvador highest,"{'MEASURE': {'profits': [{'ENTITY': 'Profit'}]}, 'DERIVED MEASURE': {'share': [{'ENTITY': 'ratio', 'APPLIED MEASURE': [{'profits': 'Profit'}], 'ADJECTIVE': ['highest'], 'TONE': 'positive'}]}, 'DATE VARIABLE': {'when': [{'ENTITY': 'Order Date'}]}}"
When was share of el salvador to overall profits highest in 1st quarter of last year,"{'MEASURE': {'profits': [{'ENTITY': 'Profit'}]}, 'DERIVED MEASURE': {'share': [{'ENTITY': 'ratio', 'APPLIED MEASURE': [{'profits': 'Profit'}], 'ADJECTIVE': ['highest'], 'TONE': 'positive'}]}, 'DATE VARIABLE': {'When': [{'ENTITY': 'Order Date', 'CONVERTED TIME ELEMENT': 'quarter 1 last year'}]}}"
